,unique_values,counts
3274,1247920569716215809,2
3275,1025736177020792833,2
3276,54581834,2
3277,388160987,2
3278,190089586,2
3279,1036920252754534401,2
3280,23848907,2
3281,960767672,2
3282,56681669,2
3283,2782348502,2
3284,50738390,2
3285,1061308476,2
3286,49418195,2
3287,3323245259,2
3288,1041696611645046784,2
3289,490381122,2
3290,264435105,2
3291,2226845824,2
3292,1114928459980124161,2
3293,943852298,2
3294,1193137767905218560,2
3295,527526077,2
3296,1550337920,2
3297,1205576715352920066,2
3298,1734756686,2
3299,580933138,2
3300,3008238297,2
3301,631973519,2
3302,1301582350137126912,2
3303,2347362873,2
3304,1316401449123880961,2
3305,925131743669248001,2
3306,187490279,2
3307,14203355,2
3308,276999003,2
3309,254503017,2
3310,382199815,2
3311,371094968,2
3312,537114820,2
3313,17177957,2
3314,24439904,2
3315,1129333945,2
3316,266200690,2
3317,4756115650,2
3318,718662114,2
3319,1219694115597815808,2
3320,141000019,2
3321,1323540026832097280,2
3322,1127892276385075200,2
3323,15117740,2
3324,828595324742680576,2
3325,224977188,2
3326,62823917,2
3327,26081880,2
3328,304453007,2
3329,44678243,2
3330,1037292698934370304,2
3331,1022423784983355392,2
3332,20208612,2
3333,22484189,2
3334,58785076,2
3335,69001458,2
3336,179432805,2
3337,365701222,2
3338,919349178177908736,2
3339,103337452,2
3340,4121880432,2
3341,19469297,2
3342,21446516,2
3343,20880639,2
3344,62755025,2
3345,82157650,2
3346,1337717648,2
3347,23631006,2
3348,1832956273,2
3349,949684029405753346,2
3350,18729450,2
3351,46918711,2
3352,713959159,2
3353,156626300,2
3354,12893642,2
3355,1729925257,2
3356,893367108905705473,2
3357,275604030,2
3358,1096941477693923328,2
3359,242531335,2
3360,221862156,2
3361,430913993,2
3362,624098853,2
3363,39713564,2
3364,519906550,2
3365,19190952,2
3366,1138706086519877633,2
3367,2982360431,2
3368,1697267690,2
3369,96833180,2
3370,26532346,2
3371,83813538,2
3372,1160150106018070528,2
3373,531702883,2
3374,1401971798,2
3375,350346557,2
3376,1154951216,2
3377,1326469638,2
3378,430089400,2
3379,94063958,2
3380,19558960,2
3381,1151591916401758216,2
3382,84404054,2
3383,338273129,2
3384,394894237,2
3385,43918191,2
3386,4479047613,2
3387,39382120,2
3388,1289277529,2
3389,2798047826,2
3390,261200458,2
3391,259028721,2
3392,20302819,2
3393,218375593,2
3394,2562273669,2
3395,3828392307,2
3396,1561332966,2
3397,590157623,2
3398,43881614,2
3399,471483150,2
3400,45545183,2
3401,18811743,2
3402,2677375998,2
3403,224976619,2
3404,15996470,2
3405,463148750,2
3406,1233383811876114432,2
3407,110053699,2
3408,131268401,2
3409,867271310916943872,2
3410,247049916,2
3411,729118616,2
3412,198868307,2
3413,1201251398106730501,2
3414,468731953,2
3415,33239322,2
3416,196175107,2
3417,797442958375186432,2
3418,15002823,2
3419,2665357323,2
3420,239092939,2
3421,106857365,2
3422,251324703,2
3423,624750445,2
3424,21609682,2
3425,1447152420,2
3426,71013411,2
3427,72928194,2
3428,2664660573,2
3429,30098966,2
3430,970780136562937856,2
3431,146950652,2
3432,3230429481,2
3433,2343310587,2
3434,55813777,2
3435,443163013,2
3436,35769926,2
3437,1051963165926465536,2
3438,2634485571,2
3439,237263928,2
3440,2777391429,2
3441,1097768546732523521,2
3442,966538256807612416,2
3443,190777022,2
3444,19088430,2
3445,21791907,2
3446,1155606919480000512,2
3447,2723912350,2
3448,293439146,2
3449,1005551833098661888,2
3450,21327962,2
3451,1647357476,2
3452,181654837,2
3453,26350504,2
3454,249144686,2
3455,43585028,2
3456,20998450,2
3457,1262845420507668483,2
3458,1057388040845512709,2
3459,759653390234292224,2
3460,348667112,2
3461,753915192707260416,2
3462,781936347724517376,2
3463,1175726427267850240,2
3464,216871194,2
3465,254244392,2
3466,3176136137,2
3467,45563638,2
3468,280721565,2
3469,13214302,2
3470,580419902,2
3471,486847400,2
3472,16667833,2
3473,3305441481,2
3474,14409295,2
3475,787511155,2
3476,324887442,2
3477,620465517,2
3478,2310491771,2
3479,18242676,2
3480,834078006020816897,2
3481,80340223,2
3482,51678787,2
3483,133226087,2
3484,178003357,2
3485,818069778,2
3486,19488746,2
3487,385997074,2
3488,1185546955969171457,2
3489,286615621,2
3490,49699180,2
3491,1017440833971376128,2
3492,94288016,2
3493,786593015255207937,2
3494,23412626,2
3495,14431118,2
3496,1242363818,2
3497,3086817304,2
3498,202575101,2
3499,123594649,2
3500,3050774834,2
3501,807734665,2
3502,1009789320058888193,2
3503,14219075,2
3504,45131936,2
3505,2491841306,2
3506,17028894,2
3507,153519509,2
3508,1918978645,2
3509,19494397,2
3510,226646848,2
3511,39624859,2
3512,1116304475101253632,2
3513,2745185051,2
3514,174762342,2
3515,1006149809961566208,2
3516,71664340,2
3517,1227972588279861249,2
3518,255175023,2
3519,1186271582,2
3520,752231467627970560,2
3521,2878730401,2
3522,848213076138745862,2
3523,394316880,2
3524,1337283895,2
3525,30878282,2
3526,896788733302910976,2
3527,96625450,2
3528,198810529,2
3529,331083850,2
3530,4778897956,2
3531,374635358,2
3532,1215402869597392897,2
3533,1288427598750650368,2
3534,484195231,2
3535,716650057093812225,2
3536,214568192,2
3537,228331066,2
3538,456610909,2
3539,120123407,2
3540,21485292,2
3541,758344268687806464,2
3542,623069413,2
3543,1732146554,2
3544,201881883,2
3545,253974370,2
3546,987003619,2
3547,364540889,2
3548,193296463,2
3549,3588327315,2
3550,617489213,2
3551,322521668,2
3552,1265636228705255425,2
3553,20620044,2
3554,920269675057074183,2
3555,22154136,2
3556,1206179478940110848,2
3557,295653609,2
3558,95012312,2
3559,22613528,2
3560,455230249,2
3561,458246058,2
3562,31103315,2
3563,4069087198,2
3564,22650004,2
3565,1431159590,2
3566,143109796,2
3567,32884072,2
3568,841264231576158212,2
3569,208094223,2
3570,2952021743,2
3571,407843008,2
3572,23938610,2
3573,16486330,2
3574,34001260,2
3575,19197986,2
3576,121540262,2
3577,31713762,2
3578,39047986,2
3579,301952988,2
3580,1107098095,2
3581,126916618,2
3582,241546054,2
3583,118308128,2
3584,730818342,2
3585,2420906801,2
3586,26209795,2
3587,1111292292,2
3588,45895061,2
3589,20763619,2
3590,111967373,2
3591,316326223,2
3592,2186918179,2
3593,299256578,2
3594,16805786,2
3595,2887762151,2
3596,19148302,2
3597,21285932,2
3598,907257394715131905,2
3599,33211625,2
3600,3070538812,2
3601,45862181,2
3602,432688786,2
3603,883422733295550466,2
3604,72107835,2
3605,25968595,2
3606,2868004687,2
3607,747051539949293568,2
3608,1501944355,2
3609,2306539928,2
3610,192192258,2
3611,865969633,2
3612,1042608612844154881,2
3613,391309021,2
3614,433642273,1
3615,60526729,1
3616,250763926,1
3617,1260538681,1
3618,204455051,1
3619,302691514,1
3620,365419633,1
3621,149454247,1
3622,1154743434,1
3623,14284095,1
3624,1858204850,1
3625,173773417,1
3626,922857812811747328,1
3627,602035977,1
3628,790452908668125184,1
3629,99585177,1
3630,2790555116,1
3631,94178917,1
3632,751424545555357696,1
3633,522568626,1
3634,181904323,1
3635,192497501,1
3636,219613051,1
3637,2823961628,1
3638,143922404,1
3639,463738122,1
3640,3424710496,1
3641,480306411,1
3642,1254426311960952832,1
3643,18702388,1
3644,1307772519345205255,1
3645,170830907,1
3646,4446155362,1
3647,845155500853374976,1
3648,398092749,1
3649,19853151,1
3650,835880402212503552,1
3651,407330744,1
3652,1320677206805327874,1
3653,1165775737,1
3654,386654390,1
3655,311417624,1
3656,351001423,1
3657,223543908,1
3658,19333088,1
3659,20982926,1
3660,494465615,1
3661,85073360,1
3662,492427011,1
3663,138884478,1
3664,1215378405232926726,1
3665,247557344,1
3666,758026574,1
3667,58028791,1
3668,86941223,1
3669,436659501,1
3670,242587571,1
3671,473095048,1
3672,42528197,1
3673,935621957730668544,1
3674,632418871,1
3675,1029768560413949957,1
3676,310817263,1
3677,5332492,1
3678,20496975,1
3679,22760895,1
3680,399062257,1
3681,216328316,1
3682,141505719,1
3683,584172168,1
3684,176024190,1
3685,352113758,1
3686,788245392,1
3687,1120846814,1
3688,20326272,1
3689,813435111257546753,1
3690,602571886,1
3691,1833278893,1
3692,143741911,1
3693,366733146,1
3694,20004220,1
3695,422914284,1
3696,1120084255,1
3697,1539251587,1
3698,328715598,1
3699,90836086,1
3700,574006215,1
3701,19459596,1
3702,171578994,1
3703,1128281877754916869,1
3704,1416305713,1
3705,292311497,1
3706,299043195,1
3707,976348472,1
3708,795617511966441472,1
3709,2788664646,1
3710,37022308,1
3711,73813672,1
3712,214500504,1
3713,1071800443821613057,1
3714,22961738,1
3715,65221235,1
3716,911047590,1
3717,808617989360799744,1
3718,64729524,1
3719,106443101,1
3720,291866829,1
3721,2292986652,1
3722,110673419,1
3723,127986328,1
3724,786950671442518016,1
3725,1570130077,1
3726,1087247508,1
3727,37991154,1
3728,118570252,1
3729,908791580143833091,1
3730,972469007759667201,1
3731,344281042,1
3732,625888093,1
3733,1055404842557104128,1
3734,30299686,1
3735,189461353,1
3736,233991385,1
3737,2844512454,1
3738,46501784,1
3739,4504681047,1
3740,204953805,1
3741,20079103,1
3742,730948526,1
3743,2497600713,1
3744,1658560038,1
3745,1192357144336764928,1
3746,277503627,1
3747,21298024,1
3748,43742550,1
3749,462076131,1
3750,931265898060578816,1
3751,252005454,1
3752,2445916579,1
3753,296667949,1
3754,134479784,1
3755,1364490696,1
3756,539639614,1
3757,42385805,1
3758,973831052618846208,1
3759,1113431647494524928,1
3760,18630276,1
3761,2261755271,1
3762,582776454,1
3763,20325923,1
3764,163985654,1
3765,766686741570940928,1
3766,409854483,1
3767,1371529302,1
3768,936358018865909761,1
3769,1153825935931711488,1
3770,202188019,1
3771,27053,1
3772,1239901808945922062,1
3773,289219653,1
3774,209469976,1
3775,105867126,1
3776,970081861,1
3777,843718632295292929,1
3778,273681967,1
3779,19529901,1
3780,1157547120796344320,1
3781,2433357463,1
3782,14450939,1
3783,1328242931984166912,1
3784,2979933167,1
3785,19784235,1
3786,260902655,1
3787,3139802451,1
3788,716918653116133377,1
3789,192397079,1
3790,442650884,1
3791,737703283,1
3792,240202293,1
3793,30532346,1
3794,1041686059493384192,1
3795,57871428,1
3796,288170339,1
3797,263199674,1
3798,396683313,1
3799,285591769,1
3800,1276017409,1
3801,17006251,1
3802,1270446214392082432,1
3803,1069185828042108928,1
3804,90502902,1
3805,2519097653,1
3806,2474754063,1
3807,20038291,1
3808,336162520,1
3809,277144403,1
3810,55676741,1
3811,1019323830,1
3812,135062258,1
3813,203034083,1
3814,186927319,1
3815,320337013,1
3816,71450524,1
3817,276567870,1
3818,88176594,1
3819,432732114,1
3820,14882092,1
3821,548777439,1
3822,74471923,1
3823,4268099267,1
3824,1159191179625476096,1
3825,477091686,1
3826,1244367572142821376,1
3827,286876380,1
3828,48285951,1
3829,279190200,1
3830,1270029438672089095,1
3831,22260863,1
3832,1237448147540082692,1
3833,275430355,1
3834,320938152,1
3835,20228355,1
3836,36987648,1
3837,18845507,1
3838,1285344361,1
3839,1242962783802621959,1
3840,351080942,1
3841,1172576172837888008,1
3842,222833026,1
3843,581593295,1
3844,315415115,1
3845,1266419912622440449,1
3846,314065434,1
3847,61991632,1
3848,1477837657,1
3849,30435677,1
3850,26455411,1
3851,168115919,1
3852,80086423,1
3853,16361307,1
3854,445383657,1
3855,128561204,1
3856,2815348254,1
3857,23359111,1
3858,40225779,1
3859,284468386,1
3860,2788802229,1
3861,1091377272412606465,1
3862,59626370,1
3863,37486925,1
3864,631186166,1
3865,90595264,1
3866,152988768,1
3867,301896146,1
3868,471299082,1
3869,121737955,1
3870,771698,1
3871,13520392,1
3872,634053420,1
3873,1234584878722748422,1
3874,431054036,1
3875,73612180,1
3876,33880851,1
3877,60407454,1
3878,192862587,1
3879,312610856,1
3880,113044788,1
3881,1019830041457430529,1
3882,208328106,1
3883,15769671,1
3884,51821511,1
3885,969159914244530176,1
3886,394599971,1
3887,1701825385,1
3888,116417424,1
3889,740064360,1
3890,29744178,1
3891,779758624327565312,1
3892,100218900,1
3893,17948654,1
3894,1329608828,1
3895,826781639510462464,1
3896,28542217,1
3897,749906443629764608,1
3898,1210244802597576704,1
3899,794610029479526400,1
3900,121196440,1
3901,392156138,1
3902,710860301462274048,1
3903,30427591,1
3904,1101578154022445057,1
3905,3359430407,1
3906,36788302,1
3907,294580800,1
3908,91800678,1
3909,242505179,1
3910,4086135389,1
3911,977133939407097856,1
3912,1322851534208729088,1
3913,137743104,1
3914,2225591541,1
3915,2881227624,1
3916,1152462431576383493,1
3917,14742894,1
3918,1334700541990096896,1
3919,19607734,1
3920,387306037,1
3921,326146840,1
3922,355073487,1
3923,54612060,1
3924,2956556993,1
3925,918443876,1
3926,2531453825,1
3927,195172822,1
3928,20330359,1
3929,1222526350382325760,1
3930,715788240,1
3931,353210836,1
3932,1152049848,1
3933,970735452314636293,1
3934,82406621,1
3935,22028947,1
3936,431774932,1
3937,34334593,1
3938,375333257,1
3939,47959330,1
3940,29502347,1
3941,172543348,1
3942,1227636021510201345,1
3943,449031714,1
3944,975470889092427776,1
3945,850104661,1
3946,4726457374,1
3947,860957000,1
3948,1128658026167177218,1
3949,1108419005931499522,1
3950,741078769,1
3951,1258670829853868032,1
3952,2379220361,1
3953,247519201,1
3954,1308648397,1
3955,770959616209543168,1
3956,718380698726490113,1
3957,1327311753873661954,1
3958,192190308,1
3959,23092345,1
3960,3157192677,1
3961,17938303,1
3962,2956790176,1
3963,523718566,1
3964,94362411,1
3965,306852176,1
3966,487633121,1
3967,37937683,1
3968,1050895386,1
3969,224943991,1
3970,382027901,1
3971,308033372,1
3972,2481509585,1
3973,278280467,1
3974,2849813541,1
3975,175229262,1
3976,488221909,1
3977,256450096,1
3978,855397063,1
3979,290643240,1
3980,3429975503,1
3981,100467208,1
3982,377297826,1
3983,907275448136151042,1
3984,2369694082,1
3985,899588783963877377,1
3986,166936291,1
3987,10419742,1
3988,1187123622,1
3989,167417966,1
3990,87650407,1
3991,7285232,1
3992,994260087299506177,1
3993,1343965489794600960,1
3994,19504733,1
3995,28877405,1
3996,19094454,1
3997,491351631,1
3998,1280089220984569856,1
3999,21100711,1
4000,40922091,1
4001,935601367,1
4002,3078098325,1
4003,63495812,1
4004,281438674,1
4005,35766843,1
4006,57675532,1
4007,1309145899608797186,1
4008,1214550080260378624,1
4009,833405702102200328,1
4010,2879561315,1
4011,1111736815571095552,1
4012,294745488,1
4013,42397478,1
4014,807549960,1
4015,166685118,1
4016,364967767,1
4017,20198687,1
4018,915595825,1
4019,12675,1
4020,2968861546,1
4021,234462800,1
4022,278200678,1
4023,3247339277,1
4024,1065127575058612224,1
4025,608483780,1
4026,921155802253193216,1
4027,34211910,1
4028,741994049763184640,1
4029,303238218,1
4030,262207201,1
4031,1091977362424639489,1
4032,20136300,1
4033,786646514886205440,1
4034,843626462,1
4035,1857835639,1
4036,213304371,1
4037,3304588485,1
4038,43148115,1
4039,1338721242,1
4040,108256916,1
4041,5858892,1
4042,741039318,1
4043,759832545814908928,1
4044,128646328,1
4045,255719895,1
4046,1157309255080390656,1
4047,21080205,1
4048,203883147,1
4049,3980548337,1
4050,346563931,1
4051,190312944,1
4052,2312956419,1
4053,408815265,1
4054,560899870,1
4055,853388192,1
4056,29667017,1
4057,1062475431717171200,1
4058,99343078,1
4059,22685163,1
4060,434207218,1
4061,117866820,1
4062,292309577,1
4063,111450559,1
4064,347969296,1
4065,198416441,1
4066,5271801,1
4067,225973778,1
4068,577,1
4069,321913565,1
4070,202278103,1
4071,19866487,1
4072,345023479,1
4073,908415524,1
4074,1123591109853294594,1
4075,965636622120312832,1
4076,2206993713,1
4077,485771943,1
4078,764091126089383940,1
4079,56315907,1
4080,196524831,1
4081,1105067736466706432,1
4082,303113342,1
4083,796448382353100801,1
4084,776092090426064896,1
4085,85889375,1
4086,20637148,1
4087,69843442,1
4088,1000786905812930560,1
4089,260931944,1
4090,228325744,1
4091,3132987026,1
4092,1384237722,1
4093,311367141,1
4094,2922758631,1
4095,40669091,1
4096,46631008,1
4097,3387746703,1
4098,2252768753,1
4099,3409163409,1
4100,1102122494,1
4101,48520704,1
4102,2366433215,1
4103,954242606,1
4104,869661854968274944,1
4105,22769464,1
4106,1171437122,1
4107,365126026,1
4108,984194094896476161,1
4109,212646143,1
4110,898048807,1
4111,305871623,1
4112,1297986562894917632,1
4113,946233283,1
4114,459261664,1
4115,611098763,1
4116,450195603,1
4117,113500492,1
4118,4557726208,1
4119,938185617413951489,1
4120,1920551131,1
4121,4480851,1
4122,457374245,1
4123,1550511306,1
4124,131556120,1
4125,579818512,1
4126,18430015,1
4127,1012406907464814597,1
4128,3054026849,1
4129,534474853,1
4130,1174434562472103937,1
4131,116416513,1
4132,15115772,1
4133,20469193,1
4134,77936710,1
4135,1187420832072642561,1
4136,148008754,1
4137,301318957,1
4138,58472474,1
4139,199295672,1
4140,2390814272,1
4141,4295618848,1
4142,219015167,1
4143,730858675632541697,1
4144,1078300256826216450,1
4145,2258253532,1
4146,1245999206772477953,1
4147,2942965666,1
4148,751743982309371905,1
4149,144478864,1
4150,1013774491,1
4151,290889806,1
4152,90960843,1
4153,74940744,1
4154,188064557,1
4155,873636843627196416,1
4156,31515684,1
4157,38613136,1
4158,21004095,1
4159,62466757,1
4160,962709505,1
4161,59064162,1
4162,1257804544685342723,1
4163,2175167578,1
4164,353663184,1
4165,74441858,1
4166,140335312,1
4167,951975535,1
4168,983350192228446208,1
4169,161611216,1
4170,722360204197818372,1
4171,365673829,1
4172,18688547,1
4173,1513597176,1
4174,2399796942,1
4175,1231805022,1
4176,273321255,1
4177,7066442,1
4178,27480407,1
4179,976925947,1
4180,1844003492,1
4181,478058621,1
4182,235902691,1
4183,625493809,1
4184,19562921,1
4185,3221135170,1
4186,133397656,1
4187,582621487,1
4188,24895228,1
4189,87686466,1
4190,347851549,1
4191,836922974645125120,1
4192,135263108,1
4193,1243924050080038912,1
4194,96543601,1
4195,490403438,1
4196,152536461,1
4197,144502167,1
4198,163603232,1
4199,20093742,1
4200,29433928,1
4201,927563839683645441,1
4202,344681254,1
4203,2572660272,1
4204,306273367,1
4205,1241694450,1
4206,409541318,1
4207,1016782421335912448,1
4208,26537356,1
4209,2591853838,1
4210,40929352,1
4211,892864683627118593,1
4212,17583154,1
4213,19609238,1
4214,189075005,1
4215,19254329,1
4216,3136260351,1
4217,103087881,1
4218,1246432424311037952,1
4219,216118019,1
4220,2762358953,1
4221,60893798,1
4222,366155883,1
4223,725276890618056704,1
4224,179529386,1
4225,709491452699648006,1
4226,2817773821,1
4227,189101843,1
4228,301541663,1
4229,19587705,1
4230,245755720,1
4231,16424343,1
4232,349011637,1
4233,1173544414339371008,1
4234,6343542,1
4235,453263047,1
4236,180063872,1
4237,1490914190,1
4238,626856195,1
4239,359812871,1
4240,1197798221264949248,1
4241,148475850,1
4242,46388124,1
4243,143939536,1
4244,3410765111,1
4245,302235085,1
4246,897848227,1
4247,1126532094933467136,1
4248,727389893563940864,1
4249,2632186043,1
4250,787087026,1
4251,797006581,1
4252,1726664312,1
4253,1367306708,1
4254,841711224584822784,1
4255,3893066712,1
4256,45056236,1
4257,33683039,1
4258,431531346,1
4259,307250814,1
4260,137621315,1
4261,19065489,1
4262,43473401,1
4263,2605437510,1
4264,915608378847776768,1
4265,203120626,1
4266,1346564096,1
4267,28182429,1
4268,1711252933,1
4269,537296707,1
4270,562382711,1
4271,20172755,1
4272,55183392,1
4273,740611403984293888,1
4274,875078994105962496,1
4275,1170795827750756353,1
4276,29495226,1
4277,1563290725,1
4278,88472621,1
4279,26477409,1
4280,906182801543876608,1
4281,157612142,1
4282,468824652,1
4283,255079743,1
4284,40111915,1
4285,522540529,1
4286,136749144,1
4287,479707493,1
4288,118791789,1
4289,17483588,1
4290,925466655572062211,1
4291,487575606,1
4292,280648507,1
4293,40204560,1
4294,239503537,1
4295,4839844535,1
4296,88457900,1
4297,395425171,1
4298,1216014270523150338,1
4299,189798919,1
4300,1224160957,1
4301,248794292,1
4302,703750190277267457,1
4303,920575644,1
4304,1178048194304974853,1
4305,582785523,1
4306,187615637,1
4307,1325258338297376769,1
4308,49620779,1
4309,21797384,1
4310,23805731,1
4311,2218488435,1
4312,22975713,1
4313,794204287,1
4314,1166436398909591553,1
4315,1337579520,1
4316,367342353,1
4317,4692862874,1
4318,19857852,1
4319,1006468951084236801,1
4320,4219618804,1
4321,2863483706,1
4322,1113758711321890817,1
4323,2873850081,1
4324,171798875,1
4325,60116753,1
4326,2766201100,1
4327,315456339,1
4328,577005633,1
4329,263272755,1
4330,222473431,1
4331,141353110,1
4332,15558351,1
4333,21867241,1
4334,1716573206,1
4335,864902450,1
4336,714686254277914624,1
4337,200019839,1
4338,8180622,1
4339,277371532,1
4340,1093597506922053637,1
4341,161627628,1
4342,879367503591428096,1
4343,455254990,1
4344,114764602,1
4345,844886875,1
4346,2531594981,1
4347,1209219734,1
4348,123911950,1
4349,3388836621,1
4350,20099286,1
4351,2889231304,1
4352,35244668,1
4353,305075127,1
4354,1882201394,1
4355,3865114815,1
4356,1219826976,1
4357,1043601091,1
4358,489250635,1
4359,396651858,1
4360,972803737,1
4361,3001248286,1
4362,499984159,1
4363,320734889,1
4364,19872631,1
4365,20903043,1
4366,822486950619791364,1
4367,1092788253667790849,1
4368,222739049,1
4369,31888204,1
4370,53097422,1
4371,20299811,1
4372,211166462,1
4373,1728773215,1
4374,2341888226,1
4375,1080997948383784960,1
4376,924530346514964480,1
4377,57349226,1
4378,2961848111,1
4379,1261644709,1
4380,321423458,1
4381,996762614746222594,1
4382,128953388,1
4383,49598131,1
4384,3434619161,1
4385,166319243,1
4386,113964642,1
4387,460022561,1
4388,2463203549,1
4389,155238346,1
4390,351699695,1
4391,289242040,1
4392,628098940,1
4393,1629459631,1
4394,906465940933672960,1
4395,10384342,1
4396,37889243,1
4397,79854261,1
4398,3921237797,1
4399,1539373825,1
4400,223783476,1
4401,19615565,1
4402,2785152267,1
4403,984611521,1
4404,942326574,1
4405,577089569,1
4406,26568504,1
4407,747368390218629120,1
4408,545317032,1
4409,79190989,1
4410,1326345576,1
4411,19444327,1
4412,240368857,1
4413,1017523021777719296,1
4414,233979279,1
4415,277977270,1
4416,850257134449082370,1
4417,2255200809,1
4418,9245782,1
4419,244008502,1
4420,1167166513,1
4421,313991389,1
4422,23484075,1
4423,90201338,1
4424,552963728,1
4425,815679365942022145,1
4426,20049513,1
4427,725797434,1
4428,365707869,1
4429,20160833,1
4430,119491874,1
4431,135915248,1
4432,1692072355,1
4433,501642535,1
4434,106405231,1
4435,63133596,1
4436,1085547910958366722,1
4437,1230005503,1
4438,16805080,1
4439,19503350,1
4440,827168378691297284,1
4441,472488968,1
4442,1242765781332525061,1
4443,348569132,1
4444,20166501,1
4445,92968340,1
4446,2715876563,1
4447,491383712,1
4448,87673179,1
4449,94253366,1
4450,434868228,1
4451,20476217,1
4452,3063896759,1
4453,855158468,1
4454,19420925,1
4455,1241482941924020224,1
4456,20856058,1
4457,1147797362372468736,1
4458,3343158677,1
4459,18060974,1
4460,636260518,1
4461,151149959,1
4462,241509433,1
4463,608696652,1
4464,320795651,1
4465,534635998,1
4466,3018862636,1
4467,3675886336,1
4468,780262,1
4469,23669365,1
4470,120390130,1
4471,1934746202,1
4472,2769468628,1
4473,21215054,1
4474,3926640501,1
4475,267379892,1
4476,204393761,1
4477,2704064250,1
4478,20250377,1
4479,2576793399,1
4480,260648925,1
4481,1024802777673949185,1
4482,16709476,1
4483,303346431,1
4484,524448718,1
4485,45556777,1
4486,36401620,1
4487,142076186,1
4488,1632603001,1
4489,19975874,1
4490,404647014,1
4491,2938548539,1
4492,34057843,1
4493,21757028,1
4494,20099270,1
4495,629296943,1
4496,196946831,1
4497,1043592063567171585,1
4498,607530729,1
4499,25160159,1
4500,22687713,1
4501,280656596,1
4502,2799747412,1
4503,86324295,1
4504,753050257,1
4505,2893622063,1
4506,468365609,1
4507,43708339,1
4508,1125349933,1
4509,942592369249177601,1
4510,438350654,1
4511,746768196112375808,1
4512,940595196,1
4513,108571283,1
4514,3246157149,1
4515,1115537534,1
4516,57923270,1
4517,468485699,1
4518,1249399333,1
4519,932333466733211648,1
4520,41435416,1
4521,724214875996696576,1
4522,2559245581,1
4523,41198423,1
4524,2459505151,1
4525,78326684,1
4526,239410467,1
4527,550326475,1
4528,2874474509,1
4529,59140560,1
4530,637068308,1
4531,2968352421,1
4532,117192287,1
4533,202594639,1
4534,167408613,1
4535,21215297,1
4536,2963894531,1
4537,87491176,1
4538,25146238,1
4539,733371448853692416,1
4540,880402168154664960,1
4541,1190935668,1
4542,397904079,1
4543,87295939,1
4544,17229089,1
4545,1232370599521128450,1
4546,160269387,1
4547,838431480258908162,1
4548,168235884,1
4549,1115293627,1
4550,403685253,1
4551,4862101065,1
4552,813305,1
4553,2966675076,1
4554,58833244,1
4555,182494618,1
4556,895570464,1
4557,2479386969,1
4558,269934775,1
4559,830403355,1
4560,2573601799,1
4561,381169219,1
4562,817781902019010562,1
4563,1068542180208386049,1
4564,138355144,1
4565,66112639,1
4566,245306199,1
4567,1253077700144701440,1
4568,798150584,1
4569,275922651,1
4570,139326214,1
4571,92017095,1
4572,1184449357434773505,1
4573,611129079,1
4574,194123154,1
4575,1049345068098867206,1
4576,18836674,1
4577,22346353,1
4578,63764134,1
4579,20283067,1
4580,36397640,1
4581,57425922,1
4582,948978698,1
4583,95298432,1
4584,64638387,1
4585,324840843,1
4586,1053287507415175168,1
4587,19863380,1
4588,745125764,1
4589,245544184,1
4590,27103026,1
4591,364160967,1
4592,25542058,1
4593,376861031,1
4594,2890239722,1
4595,3872653996,1
4596,387897959,1
4597,143001358,1
4598,934142386044854272,1
4599,2318700124,1
4600,413431501,1
4601,237212067,1
4602,60267276,1
4603,70646809,1
4604,14657698,1
4605,28337090,1
4606,2356767429,1
4607,407305175,1
4608,37693907,1
4609,776490739727495168,1
4610,928676131728969728,1
4611,348542294,1
4612,198980615,1
4613,245526228,1
4614,427643024,1
4615,171199694,1
4616,297035044,1
4617,27959939,1
4618,575788449,1
4619,20310152,1
4620,1190453118,1
4621,17038839,1
4622,1131635957273374722,1
4623,2909843595,1
4624,271414303,1
4625,41839007,1
4626,378790200,1
4627,1843903214,1
4628,1927987896,1
4629,214650690,1
4630,256944300,1
4631,224823687,1
4632,2999815257,1
4633,2978336621,1
4634,51200433,1
4635,196285961,1
4636,276099846,1
4637,17484283,1
4638,213061253,1
4639,53471331,1
4640,477635571,1
4641,41652124,1
4642,962607766513778688,1
4643,7951782,1
4644,65338523,1
4645,3676334423,1
4646,973569394851885057,1
4647,21554298,1
4648,71907658,1
4649,325448152,1
4650,164678433,1
4651,43421595,1
4652,947438512604962817,1
4653,1194293605235605504,1
4654,775742382272815104,1
4655,1252940702,1
4656,24677546,1
4657,113627847,1
4658,1518937861,1
4659,84692622,1
4660,86936499,1
4661,225579230,1
4662,966375396,1
4663,66180183,1
4664,221123749,1
4665,1460350147,1
4666,26573923,1
4667,317810648,1
4668,206270905,1
4669,45540243,1
4670,13429622,1
4671,355467110,1
4672,1058677113379794944,1
4673,233323910,1
4674,86380713,1
4675,56500044,1
4676,8155242,1
4677,2686562186,1
4678,192380324,1
4679,1019851910885662720,1
4680,23290359,1
4681,397216205,1
4682,75935406,1
4683,6315102,1
4684,823075388,1
4685,1047063500122673152,1
4686,1270634354180526080,1
4687,244972988,1
4688,297974692,1
4689,838469156,1
4690,215335439,1
4691,21220748,1
4692,370361201,1
4693,37689421,1
4694,11297362,1
4695,1606250954,1
4696,784660638975029248,1
4697,753605106864709633,1
4698,109664513,1
4699,415761556,1
4700,312338644,1
4701,1095016854517628929,1
4702,315986149,1
4703,122475361,1
4704,79938095,1
